,Real_GDP,CPI,Unemployment_Rate,Federal_Funds_Rate,Labor_Force_Participation_Rate,Industrial_Production,Vehicle_Sales,Disposable_Income,Personal_Consumption_Expenditures,10Y_Treasury_Rate,CPALTT01USM657N
2023-01-31 00:00:00,-0.06688327171901685,-0.012356786260174744,0.48757077048616493,0.12842726759083833,0.026196872094838064,-0.2265871507234573,0.2752865613453049,0.2068488288812554,-0.04510855298884453,0.10942492239457172,-0.7395676583998979
2023-02-28 00:00:00,0.08577563691636676,0.046911166325425496,-0.05433966471920093,0.09100080433143948,-0.23009109286780816,-0.14344622367277615,-0.7353665334781194,-0.1304615749467123,-0.024712817384441157,0.1544579995432653,2.078099741646385
2023-03-31 00:00:00,0.0498614952802128,0.012944173640918839,0.3106322249060106,0.06636992716900506,-0.14423537006572607,-0.13123076846275902,0.6182893390899815,0.19809723280345015,0.09955333545897452,-0.4495547616874449,0.7678318878925576
2023-04-30 00:00:00,0.05453548900695469,-0.02645442664251863,-1.1895314119111013,-0.024771781639617255,0.6966720789404903,0.9837273012183257,0.48602017918514995,-0.38165085432135226,0.2506420389636401,0.1289331205619494,-1.3217064420475935
2023-05-31 00:00:00,0.01708985423128162,0.001860155142833702,0.4837145140005408,-0.13335882464687804,-0.19170370791443134,-0.4956783952191995,-1.2406719500758965,0.22335165361618992,-0.21496424708395173,-0.18894253424413582,0.6743988115629758
2023-06-30 00:00:00,0.04135818805321857,-0.02840653659313383,0.7516997608221171,0.1935885011960647,-0.19984592172227628,-0.39010619269509855,0.7722176508821681,0.3711328518596124,0.008837146718002786,-0.7250635739945053,-0.5911921704134693
2023-07-31 00:00:00,0.18734206004378126,0.024542882701226565,-1.674039683607571,0.0248284290688027,1.2493836209223714,1.0761710059242067,0.1696096795231508,-0.558291944273057,0.32915288292272693,-0.16329608963831338,0.8428624369144285
2023-08-31 00:00:00,-0.2726860262497733,-0.013098846635729113,0.5858552196560924,-0.35388355905758095,-0.7007130485983262,0.09865388094258415,0.16018565826098913,0.19902584541203022,-0.16988899431735927,0.7660321684701866,-1.6292522186811975
2023-09-30 00:00:00,-0.095532033227196,-0.0015333659959082535,0.282990870138142,-0.4077551301754126,-1.254398707661306,-0.9178846478081562,-1.2841133675534564,-0.04340880000671568,-0.2719428724833501,-0.30566615489845594,-0.8410231348139616
2023-10-31 00:00:00,0.13096978485214722,0.022642466040832792,1.8921032738423669,0.8464852170095152,0.1361324085963902,-1.7120487098241983,-0.3166370134591979,0.770105797584316,-0.13537087005157655,-1.0605562560034298,2.923332890332205
2023-11-30 00:00:00,-0.06501323732913361,0.009056555107658529,-1.9637129349392244,0.2390623927902737,1.018796614565344,2.4140815876099215,3.406560933390753,-0.7460295685653014,0.70486635508886,1.6455251798851758,-1.3601502537594525
