DATE,CPALTT01USM657N,UNRATE,PPIACO,M2SL
2018-01-01,0.9181308883836652,-0.6867607773650654,-0.38273507414760455,-0.2931147068810776
2018-02-01,0.6640843540932874,-0.6326851256040367,-0.3211944479626768,-0.281480908399855
2018-03-01,0.03149292167034928,-0.6867607773650654,-0.3211944479626768,-0.26616307373291215
2018-04-01,0.5083829312557449,-0.6867607773650654,-0.2772368578305858,-0.26001378024998
2018-05-01,0.5595300929370286,-0.794912080887123,-0.14975984644752285,-0.2451945369465179
2018-06-01,-0.1541612971340415,-0.6867607773650654,-0.10580225631543182,-0.22818703154777834
2018-07-01,-0.5788669141235253,-0.794912080887123,-0.10140649730222172,-0.21865839660125327
2018-08-01,-0.443064875588971,-0.794912080887123,-0.14096832842110388,-0.20469783842378628
2018-09-01,-0.27431843109580384,-0.8489877326481515,-0.13217681039468618,-0.19716356893118478
2018-10-01,-0.10605739125554717,-0.794912080887123,-0.08821922026259515,-0.19331333562430406
2018-11-01,-1.5295530576606677,-0.794912080887123,-0.18932167756640378,-0.18968469847897027
2018-12-01,-1.4863188837546795,-0.7408364291260942,-0.2464665447381226,-0.15722086081232087
2019-01-01,-0.06715050868711704,-0.6867607773650654,-0.3299859659890958,-0.13727720627308215
2019-02-01,0.5784881624227406,-0.794912080887123,-0.325590206975887,-0.1257819053928265
2019-03-01,0.9720013140618535,-0.794912080887123,-0.2552580627645403,-0.11514528963856545
2019-04-01,0.8756317806123259,-0.9030633844091804,-0.19811319559282273,-0.10675233501996936
2019-05-01,-0.005336666873745778,-0.8489877326481515,-0.21569623164565938,-0.08140727404302016
2019-06-01,-0.5422274720490878,-0.9030633844091804,-0.2772368578305858,-0.04753076084650793
2019-07-01,-0.13271864595602925,-0.8489877326481515,-0.2596538217777504,-0.02564813989373212
2019-08-01,-0.6117355606373335,-0.8489877326481515,-0.325590206975887,-0.00182655252741921
2019-09-01,-0.3796527456649992,-0.9571390361702092,-0.360756279081559,0.02171803963695983
2019-10-01,0.03846685384887581,-0.9030633844091804,-0.3519647610551413,0.060331170786541856
2019-11-01,-0.7468408173322147,-0.9030633844091804,-0.3343817250023047,0.08960956363095172
2019-12-01,-0.8507700008742796,-0.9030633844091804,-0.3343817250023047,0.1087776316047758
2020-01-01,0.4818608532487363,-0.9571390361702092,-0.3211944479626768,0.13168513480470664
2020-02-01,0.1649057772126753,-0.9571390361702092,-0.4354841823061145,0.1472245656331969
2020-03-01,-1.2032086583492363,-0.47045817032095,-0.593731506781642,0.2929794408908
2020-04-01,-2.458197640242494,5.099333961065014,-0.9278091917855336,0.5737971766113589
2020-05-01,-0.5922116561886196,4.288199184649582,-0.7915406623760516,0.8045064803020794
2020-06-01,0.9248924769740436,3.0985348459069493,-0.6772509280326152,0.8858876706302505
2020-07-01,0.8097567280268833,2.665929631818719,-0.5981272657948509,0.9270491576376244
2020-08-01,0.2797045708751892,1.6925679001202014,-0.540982398623132,0.949236473312527
2020-09-01,-0.21012291745463174,1.4221896413150574,-0.48823329046462327,1.009482929733144
2020-10-01,-0.4821863795166207,0.8814331237047696,-0.4442757003325322,1.0539406596435303
2020-11-01,-0.7675373077413231,0.773281820182712,-0.3651520380947679,1.1185359407345092
2020-12-01,-0.3356828589837482,0.773281820182712,-0.2684453398041681,1.1613039999130994
2021-01-01,0.585925554960571,0.5569792131385966,-0.0794277022361762,1.2300819085532793
2021-02-01,0.9255424031985791,0.502903561377568,0.175526320529951,1.2975025407039829
2021-03-01,1.3731964886017123,0.44882790961653896,0.36893971711115175,1.363510497324825
2021-04-01,1.689173340124067,0.44882790961653896,0.496416728494216,1.4343104709391221
2021-05-01,1.6330238422372687,0.2866009543334527,0.8041198594188532,1.5192095003318538
2021-06-01,1.9873757297431944,0.34067660609448175,0.9799502199472173,1.5304832050505626
2021-07-01,0.7408316706329527,0.07029834728933784,1.1096251108368853,1.5729465695070246
2021-08-01,-0.02282313980287909,-0.03785295623271982,1.1784187393936076,1.6336639177709293
2021-09-01,0.15804797470902032,-0.25415556327683514,1.27789476586253,1.6701441858656205
2021-10-01,1.7139947654611776,-0.4163825185599214,1.48831974982485,1.7194216322896554
2021-11-01,0.7694634456145214,-0.5786094738430076,1.612368069177611,1.776094850605326
2021-12-01,0.25725262835455603,-0.7408364291260942,1.5266947260101649,1.8147910803154872
2022-01-01,1.743614633349431,-0.6867607773650654,1.751537799535811,1.8598305001499351
2022-02-01,1.9437804190760588,-0.794912080887123,2.0243825614857,1.8760347194630667
2022-03-01,3.117220537273699,-0.9030633844091804,2.347646679317098,1.8870591285000344
2022-04-01,0.955633327710549,-0.9030633844091804,2.5804460766566515,1.8606337862355427
2022-05-01,2.4695231641670286,-0.9030633844091804,2.9295132998955853,1.8615201708817313
2022-06-01,3.2242575589388016,-0.9030633844091804,3.2372164308202223,1.8491107858350941
2022-07-01,-0.6305029503164338,-0.9571390361702092,2.886566734336533,1.8582516274989118
2022-08-01,-0.6962450126950465,-0.8489877326481515,2.7666504284561886,1.8587502188623926
2022-09-01,0.0007917773389045655,-0.9571390361702092,2.694208319918504,1.825483095110135
2022-10-01,0.5310322857572238,-0.8489877326481515,2.567962121059138,1.802104700066916
2022-11-01,-0.8786652634038995,-0.9030633844091804,2.489365949902959,1.7933239521656121
2022-12-01,-1.4518531934690393,-0.9571390361702092,2.2536653516146856,1.7477859409676844
